filename,transcription
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_001.wav,ma paulus meloeban na mebo apostel kristus yesus a nyian zamba ai madzan sostene
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_002.wav,abe ndazamba ya ene a korinti a bene mfuban abe kristus beloeban na bebo mimfufub abaman ai e bod bese baloe dzoe nti waan yesus kristus hom ose ya ane nti waban atoa fe engoan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_003.wav,maa aboog ai mina ai mvoe ya biaso abe zamba esya waan ai esya nti yesus kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_004.wav,mave zamba wama ngan a bog ase asu daan asu e maa zamba bengave mina abe yesus kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_005.wav,amu abe nye ngo miabi kan akuma ese a nkobo ose ai a nyeman ose
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_006.wav,amu mboolan kristus ongayem abe mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_007.wav,akyae ye na e mina ya miayanga na nti waan yesus kristus ayi kulan to efae akab zin yadzeman ki fe mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_008.wav,nnye hm ayi mina wone abui a memana mintoa tege ai akalega a amos nti waan yesus kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_009.wav,zamba ane mod afidi nnye angaloe mina na mizu baman enyin ai mon woe yesus kristus nti waan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_010.wav,ndo hm makogelan ai mina a dzoe nti waan yesus kristus a babedzan na mina bese mibo kin dzidzia tege ai ngam ngam abe mina na milad nnem mbog mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_011.wav,a babedzan bod ya ndabod kloe bengamana ma kad na mibele bitom a mina mina we
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_012.wav,makobo adzo di amu mod ose ya abe mina adzo na ma mene a ngam paulus ma e nyi apollos ma e nyi kefas ma e nyi kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_015.wav,na mod aza ke dzo hala na mingaduuban a dzoe dama
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_013.wav,ye kristus ane nkaban ngam ngam nga ye paulus nye fe angawu asu dan ye a dzoe paulus ki ngo mingaduuban nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_014.wav,makan zamba na mandzeki du to mbog ya abe mina sesala he krispus ban gaius
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_016.wav,mengadu fe ndabod stefanas mayem ki na mengadu mod mfe alodo nala
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_017.wav,amu kristus andzeki ma lom na medu angalom ma na meyedan mbembe foe se hm ki ai feg nkobo na klos kristus eza bo a zeze
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_018.wav,amu ane hm na asu bod ya ndzan ebug klos ene nkobo akud etoa hm ngul zamba asu bia ya bine nkodan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_019.wav,amu ane ntilan na mayi dzee feg mimfefeg mesole aken minkeken
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_020.wav,mfefeg one hm ve nsana bekalara ane ve mod mimfed ya e ndon nyi ane ve zamba andze ya venan feg ya e si nyi akud a
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_021.wav,amu mbol ya sindon ai feg dzaban bandzeki yem zamba a feg dzie ndo zamba angayen do mben na akode e bod bayebe ai akud foe bayedan di
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_022.wav,mbol yuden basili mesimba grek bedzene feg
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_023.wav,bia ha biyedegan kristus ya angabomban a klos nala ontoa dzanafege asu yuden akud adzo asu grek
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_026.wav,a babedzan taman hm yen nloe waan na tege ai abui mimfefeg e kan mod ayen tege ai abui mingungul tege ai mintomba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_024.wav,dzam da asu e ba bengaloeban to yuden to grek kristus ane ngul zamba ai feg zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_025.wav,amu akud zamba lalod feg bod ntegan woe olodo ngul bod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_028.wav,zamba atobo e dzi ene dzedzaa ai e dzi babyandi a si mu e dzi balan ki a tan asu ye na asole e dzi balan a tan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_027.wav,dzam da ndo zamba angatob akud ya sindon asu ye na asama mimfefeg atobo e dzi ene ateg a sindon asu ye na asama mingungul
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_029.wav,asu ye na te mod zin abo engun a mis me zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_030.wav,nnye abo na mitobo abe kristus yesus ya ane bia e feg yaso abe zamba mekyebe ai mfuban ai akode
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_001/1CO_001_031.wav,asu ye na akyae ane ntilan na e mod abo engun aboo engun a be nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_001.wav,a babedzan eyon mengaso abe mina mandzeki mina son yedan ndimba zamba ai abui aben bibug nge feg
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_002.wav,amu mengayili na mayi ki yem dzom efe abe mina he e yesus kristus bengabomolo a klos
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_004.wav,ndo nkobo wama ai foe dzama bingabe ki minkobo beyem bingabe nkobo nsisim ai ngul
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_003.wav,mfag wama mengaso abe mina metoa ntegan mekono won menyaman fe abui
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_006.wav,biakobo mam me feg ai e bod bewolobo ya se ki feg ya e sindon nyi nge ki e nyi e bod be ndon badzoe e sindon nyi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_005.wav,asu ye na te nyebe waan wabo a feg bod obo he ngul zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_007.wav,dzam da biakobo feg zamba ya engabe esolo a ndimba e nyi ya zamba angatele ya okoba asu duma daan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_008.wav,e nyi ya to mod zin mbog ya bedzoe be e si nyi andzeki yem amu nge beyem nge bandzeki bome nti a klos
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_009.wav,dzam da he mbol ane ntilan na e mam ya dis andzeki yen alo te wog e dzi yabe ki lod mod a nlo e bi ya zamba angakomezan e ba badin nye
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_010.wav,mina hm zamba angakuli mo abe nsisim amu nsisim wason dzom ese to mam me ndimba me zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_011.wav,za modo ayem mam me mod se na nsisim mod one nye a nyol nala ngo hm fe mod ayeyem mam me zamba he nsisim zamba ngo wayem mo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_012.wav,mfag waan biandzeki non nsisim sindon nsisim waso abe zamba ngo bingabi asu ye na biyem e mam ya zamba ave bia a akab
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_013.wav,mam mete mmo fe biakobo se hm ki ai e bibug ya feg mod yayegele biakobo mo he ai e bibug nsisim wayegele bitimini e bod bawoge ai nsisim mam me nsisim
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_014.wav,e mod ane mod si anon ki mam me nsisim zamba amu mene mam me akud asu die ndo fe aseki mo dzam yem amu bawog mo he a nsisim
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_015.wav,e mod ya nsisim awog mese tege ai e mod ane nye dzam tsas
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_002/1CO_002_016.wav,amu za angayem ya ntsogan nti na ave nye melebega mfag waan bibele ntsogan kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_001.wav,a babedzan mfag wama mengabe ki dzam kobo ai mina ane e bod ya nsisim makobo ai mina ane bod be si ane ban bongo abe kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_002.wav,menganyuu mina menyan se ki e bidi biwon ya amu mina mingabe ki mibele ngul te to etoa dzi ben miabele ki ngul te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_003.wav,amu mingene bod be nyol amu ntye ya zuna ai esunu minkon bingene a zan dzaan nga mingene bod be nyol miwulugu fe he ane bod batsog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_004.wav,amu eyon mod adzo na ma mawoge ai paulus e nyo mbog nye na ma mene ai apollos miase he bod be nyol a
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_005.wav,apollos nnye ane dze paulus ki nnye ane dze bene bebobisye ya bengave mina nyebe ane mod akyae ya nti angave nye
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_008.wav,e mod abe ai e nyo awodan bene dzom dzia dzam da mod ose ya abe bo ayi bi maan moe akyae angasye
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_006.wav,ma mengabe apollos awodan mendim dzam da zamba nnye angabo na enan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_007.wav,antoa hm na e mod abe aseki dzom zin to e nyo awodan he e zamba ya abo na enan nnye ane mfan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_009.wav,amu biasye fufulu ai zamba mina mine afub zamba ai ndazamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_010.wav,ai e maa zamba bengave ma ndo mengamana fag bibe metari melon ane mfefeg nlonomenda mod mfe angazu ke ai melon osu mod ose abo okala akyae abo melon
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_011.wav,mod aseki dzam tele tin mfim zin fe alodo ane e nyi entele ya ndzo hm ene yesus kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_012.wav,nge mod zin abo melon a tin mfim mvod nge silba ai mekog me moni ai bile ai zam nge bisie
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_013.wav,esye mod ose yayi kui a ngeen amu biayi kuban a ndoan amu e kan ese esye mod ene ndoan yayi dzo fial
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_014.wav,nge esye zin ya mod abo melon elanan etoa ayi bele maan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_015.wav,nge esye mod emana dig ayi dzee dzam da nye emen akodeban ane e mod ahe lod a ndoan a zan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_016.wav,nga miayem na mine tempel zamba ai na nsisim zamba otoa abe mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_017.wav,nge mod ahe ndaman tempel zamba zamba nye andaman fe nye amu tempel zamba ane mfufub mina hm mine nye
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_018.wav,te mod zin adug emen nge mod zin atsog na ane feg abe mina hala e sindon nyi aboo akud asu ye na azu bo mfefeg
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_021.wav,ndo hm te mod abo engun a bod amu dzom ese yawoge ai mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_019.wav,amu feg ya e si nyi ene akud a mis me zamba amu ane ntilan na abad mimfefeg meken maban
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_020.wav,ai na nti ayem mintsogan mimfefeg na mine zeze
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_022.wav,to paulus to apollos to kefas to sindon to enyin to awu to e mam ya etoa dzi to e ma mazu bise biawoge ai mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_003/1CO_003_023.wav,mina miawoge ai kristus kristus awoge ai zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_002.wav,abadan afedan fe na bod bayi na bezu kob nkalabyem atoa mod afidi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_001.wav,asu te bod bayean bia nonan e besye be kristus ai bebaala be ndimba mam me zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_003.wav,mabisi ki to tsetsat na miatsas ma nge na amos bod batsig ntol one to mamen maseki dzam tsig mamen ntol
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_004.wav,dzom zin yakobolo ki ma a nnem dzam da nala watyan ki na mekyebe ya a nkat he da nti nye atsig ma ntol
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_007.wav,za akad wa na waseki ane e bod bevog dze obele a bandzeki wa ve ndo hm nge bengave wa dze wabo engun ane bandzeki wa ve
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_005.wav,asu te te miatam tsig ntol zin ntye nti abeki so nnye ayi fye e byem bisolo a dibi akuli minyian ya minnem a ngeen abog te zamba ayi taman mod ose
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_008.wav,mimana ya dzie mimana ya bo minkukuma mivenan ya bedzoe tege ai bia nge mitoa ki te dzam bo bedzoe bete mfan a n a asu ye na bidzoe ai mina fufulu
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_006.wav,a babedzan mehe veg e mam ma a nyol dzama ai e nyi apollos asu daan asu ye na miyege na obe dan e dzi ene ntilan asu ye na te mod adana ke lede emen alodo e nyo mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_009.wav,amu matsog na zamba angatele bia apostel be mvua ane e ba bake a awu amu bingavenan ya ekege asu sindon ai bengles ai bod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_010.wav,bia bine mekud asu kristus mina mitoa mimfefeg abe kristus bia bine ndeteg bod mina biwolo mina ha mimfan mi bod bia zeze bod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_011.wav,azaag kui etoa dzi biawog zie biwogo ekode bitoa minso beyidi bia bikele ai dulu osu he nkean
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_012.wav,ndo biawu esye bisye ai mo maan eyon bakag bia bia bikubu bo ntotomamaa befeme bia bidzibigi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_013.wav,bebugu bia medzo bia bitaman bo bingabo ya te ane ngun ya si bine he bile bibugi a mvuan azaag kui ana
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_016.wav,ndo hm makogelan ai mina byean mvulna dzama
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_014.wav,se ki asu ye na mekub mina osama a nlo ngo matil e mam ma dzam da mabeme mina ane bon bama ya madin
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_015.wav,amu to ane mibele nted beyegele abe kristus miabele ki abui be esya amu mengabye mina abe kristus yesus ai mbembe foe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_017.wav,asu te malom mina timoteus ane ndindin mon afidi wama abe nti nnye ayi mina dugan tsog mezen mama abe kristus yesus akyae mayegele hom ose a ndazamba ese
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_019.wav,mayi so abe mina mbil mbil nge nti adin ndo mayi yem ngul e bod be ebyandi ba se ki he a nkobo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_018.wav,abui bod babede beben he ane mayi ki bada son a be mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_021.wav,dze hm miayi ye mezu ai nkas ye mezu ai nnem edin a i evovoe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_004/1CO_004_020.wav,amu edzoe zamba eseki a nkobo ene a ngul
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_001.wav,badzo dzo na bisog bine abe mina e kan bisog ese se ki a zan behaiden na mod zin atoa ai mininga esya
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_002.wav,ndo mine he engun nga miayean bo meyeb asu ye na e mod ahe bo dzam te akodo abe mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_003.wav,mfag wama mene mo mo a nyol metoa ai mina a nsisim ndo metsig ya adzo e mod ahe bo do he ane mene we
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_004.wav,boan ekoan a dzoe nti waan yesus ma mene ai mina a nsisim ai ngul nti waan yesus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_005.wav,bikab mod te abe satan na nyol dzie endaman asu ye na nsisim woe okodeban a amos nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_008.wav,te biadzeme hm abog ai nnomo ekosan nge mbe ekosan nge e dzi metom ndzemenan abog ai bembanela ya baseki ai ekosan a bene mfuban ai bebela
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_006.wav,engun dzaan eseki mben nga miayem na man ekosan tsetsat nnye abo na ovug omana vus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_007.wav,woan nnomo ekosan a fye asu ye na mibo mkpaman ovug mbol mine tege ai ekosan amu ntomba paska waan kristus otsigeban ya
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_009.wav,mengatil ya mina a kalara na te miabaman ai bod bisog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_010.wav,nala ombe tyan ki na e bebe be bod ya sindon mu to mindondog to e ba bene akoe to e ba balugu bezeze bezamba nala ontoa he ane miayean kodo a sindon
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_011.wav,mengatil na te miabaman fufulu nge mod zin adzo na ane manyon he da atoa mod bisog nge ndog aluugu bezeze bezamba mod bifofodan nge nsogo meyog nge akoe te miadidi ai akyae te fufulu
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_012.wav,a dze miayi ke tsig e bod ya nsen ntol se bod ya nda ete mbo miatsig ntol a
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_005/1CO_005_013.wav,e ba ya nsen zamba ayi bo tsig ntol tsidan mbe mod a zan dzaan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_001.wav,dze ye na mod zin abele bo na abele adzo ai e nyo mbog angake do kobo a mis behaiden aligi do kobo a mis mimfufub nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_002.wav,nga miayem na mimfufub miayi tsig ntol sindon ndo hm nge mina miayi tsig ntol sindon mina tege ai e ngul miatsig ban medzo nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_003.wav,nga miayem na miayi tsig bengles ntol make dzo e ban mam ba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_004.wav,eyon mibele akyae ban medzo di ye miatele e bod bene tege ai ndon a ndazamba na mbo betsig ntol te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_005.wav,makobo adzo di na miwog oson ye nala one na mfefeg zin oseki abe mina a one dzam tsig adzo a zan mod ban manyan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_006.wav,ndo hm di manyan ban manyan bengatsigeban medzo a mis behaiden nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_010.wav,to minwuwub to mindondog to besog meyog to bod bifofodan to minkokoe bayi ki bi ngab edzoe zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_008.wav,nga mina beben miabo fe babenyona be mifadigi bo byem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_007.wav,ke ane dzam oson ben na mibele dzam mesoman a zan dzaan a nga mine dzoge na bebo mina abe nga mine dzoge na befadi mina byem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_009.wav,ye na miayegan na bod be abe bayi ki bi ngabelig edzoe zamba te miatobo a ndimi hala to bod bisog to belugu bezeze bezamba to bod be ngobinda to e fam yaboman bo bo to e bininga baboman bo bo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_011.wav,nala ngo bevog ya abe mina bengabe ndo mingawoboban ya mintoa mimfufub mikyebe a nkat a dzoe nti yesus kristus ai abe nsisim zamba waan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_012.wav,mene dzam bo mam mese dzam da mese maseki ai ma mfi mene dzam bo mese ndo dzom zin yadzoe ki ma
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_015.wav,nga miayem na nyol dzaan ene bidzo bi kristus ndo hm ye menon bidzo bi kristus mebo na bibo bidzo bi mininga ebamba tege ai dzom
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_013.wav,bidi biawoge ai osan osan otoa asu abum ndo zamba ayi ndaman e dzi andaman fe e dzi evog nyol yawoge ki ai bisog yawoge ai nti nti atoa asu nyol
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_014.wav,zamba angavele nti a son ndo fe ayi bia kuli nala ai ngul dzie
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_016.wav,nga miayem na e mod ake bie mininga ebamba ane ai nye nyol dzia adzo hm na bo bebe bayi bo nyol dzia
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_018.wav,tuban bisog nsem ose mfe mod abo abo ki wo a nyol dzie e mod abo bisog asem a nyol dzie eben
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_020.wav,bengakus mina abui moni vaan hm zamba duma a nyol dzan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_006/1CO_006_019.wav,nga miayem na nyol dzaan ene tempel mfufub nsisim ya atoa abe mina a zamba angave mina ndo miawoge ki ai mina beben
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_004.wav,mininga abele ki fe edzoe a nyol dzie emen he fam fo dzam deda fe fam ebele ki fe edzoe a nyol dzie he mininga fo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_001.wav,asu e mam hm mingatil ma ane mben na fam etobo te namba mininga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_002.wav,etom adzo bisog te ndo mod ose ayean bi e mininga woe mininga ose abelege e fam dzie
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_005.wav,ndo hm te miabenan a enon nge aseki na mihe kui do kina su ban melu asu ye na mibi abog asu ngogelan midugan hm tobo fufulu na satan azaa bobolo mina etom ya na miayem ki ban nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_006.wav,madzo adzo di na mave mina ngul se ki mvende
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_007.wav,amu matam na bod bese bebo ane ma dzam da mod ose abele efae akab zamba ave nye e nyo e kan nyi e nyo e kan fog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_008.wav,madzo ai minkoe ai minkus na ane mben abui na betobo ane ma
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_011.wav,nge ahe ke tsaman atobogo nkoe nge ki na adugan lad ai nnom ndo fe te nnom atsidan ngal
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_009.wav,nge baseki dzam ban nnem belugu amu ane mben abui na olug alodo ane wadig ai ngon
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_012.wav,e bod bevog ma makobo ai bo se ki nti nge madzan zin abele mininga ngon haiden mininga te ayebe na atobo ai nye fufulu te asoe nye
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_010.wav,mabende e ba ya bengalug ya se ki hm ma nti nnye abende te mininga atsaman ai nnom
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_013.wav,ndo fe nge mininga zin abele nnom ane haiden nye fe ayebe na atobo ai nye fufulu te asoe nnom te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_014.wav,amu nnom ane haiden nyo amana fubu emen abe ngal e mininga haiden amana fubu emen abe madzan nge atoa tege ai nala bon baan bentoa tege ai bo mfuban ndo hm bo bene mfuban
