filename,transcription
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_016.wav,a mininga wayem a dze nge wayi kode nyo nnom a fam wayem a dze nge wayi kode nyo ngal
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_015.wav,nge man haiden ayi na atsam alug akeleg madzan nge kal dzaan zin atii ki a mvende eyon te zamba angaloe mina a mvoe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_017.wav,ndo mod ose awulugu e kan zamba angave nye ngab ai e kan zamba angaloe nye nala ngo fe mabende a menda me zamba mese
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_018.wav,nge mod zinan galoeban hala antoa ya nkeban te asole akele te nge mod zinan galoeban abe ki keleban te akeleban
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_019.wav,adzo ye na mod ane nkeban ndo aseki nkeban aseki dzam he mbaalan memvende me zamba ngo one ai mfi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_020.wav,mod ose atobogo a nloe ya angaloeban
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_021.wav,nge ongaloeban otoa olo te nala waandegele wa he da nge obele ngul ya abo fili obo do
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_024.wav,mod ose atobogo a mis me zamba e hom angabe eyon bengaloe nye a babedzan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_022.wav,amu e man olo bengaloe abe nti ane fili mod nti dzam deda e fili mod bengaloe ene olo kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_023.wav,bengakus mina tan a yob abui te miabo olo bod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_026.wav,matsog na a etye nget bitele dzi ane mben na mod atobo nala
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_025.wav,asu mintud mi bininga mabele ki nguma mvende nti zin dzam da makad mina akyae ya matsog ane e mod afidi ya zamba ayene ngol
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_029.wav,a babedzan madzo na abog antoa ya etun ndo hm atarigi ana e bod bebele bininga beboog ane babele ki
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_028.wav,nge walug wasem ki nge ntud ngon mininga olug wasem ki e bala bete bebele he mindzug ya nyol ndo madzen na misaala mie
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_030.wav,e ba bayon he ane bayon ki e ba batag he ane batag ki e ba bakus he ane babele ki
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_031.wav,e ba babelan ai sindon he ane babelan ki ai dzo amu e sindon nyi yamana lod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_032.wav,mayi na mibo tege sanan nkoe wasanan ai mam me nti akyae ya ane dzam nyeb nti a nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_033.wav,nlugu asanan ai mam me si akyae ane dzam nyeb ngal a nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_034.wav,antoa hm nkaban a zan ndo fe nkoe mininga ai ntud ngon mininga wasanan ai mam me nti asu ye na abo mfufub a nyol ai a nsisim e mininga ane nlugan asanan ai mam me si akyae ya ane dzam nyeb nnom a nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_036.wav,nge mod zin ayen na abo ntud ngon mininga woe abe nge adzo te lalod nye nkon ai na layean boban aboog akyae adin asem ki beluugan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_035.wav,makobo adzo di asu mfi waan se ki na mekol mina olam he asu ye na asu nti mibo dzin bod be afidi tege bebe a mgbag
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_038.wav,antoa hm na e mod alug ntud ngon mininga abo mben e nyo alug ki nye abulu bo mben
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_037.wav,e mod ki aban nnem woe tege ai meyanan abana nyian woe ayene fe a nnem woe na abo mben na abaala ntud ngon mininga nala abo mben
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_039.wav,mininga ane nlugan ntye nnom atala nge nnom awu ane fili na alug e mod adin dzam da a dzoe nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_007/1CO_007_040.wav,dzam da ane mvom abui nge akanga nala nala ngo mayen matsog hm te fe na mebele nsisim zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_002.wav,nge mod zin atsog na ayem dzom zin nala watyan na abe ki yem akyae ayean yem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_001.wav,mfag e tsit behe tsig bezeze bezamba biayem na bia bese bibele nyeman nyeman wadug bia edin ndzo yawone bia bia
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_003.wav,nge mod zin adin zamba zamba ayem mod te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_005.wav,afyanan bo na baloe bezamba to a yob to a si mbol bezamba bene abui beti fe abui
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_004.wav,adzo ye na mod adi e tsit betsig bezamba biayem na bezamba baseki a sindon ai na zamba ane he mbog mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_006.wav,asu daan zamba ane he mbog esya ya dzom ese yatye abe nye bia bitoa fe asu die nti yesus kristus ane mbog byem bise bine a dzoe die bia fe he a dzoe die
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_007.wav,ndo mod ose abele ki nyeman hi bevog bala bengamana yeman ai bezamba bengadi he ane batuni bezamba bete ndo mbol sosoo waban ane ntegan bengazu ai bo eboe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_008.wav,se ki bidi mbie biake ai bia abe zamba to ki na bibo te di biayi dzee nge bihe di biayi bi mfi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_009.wav,boan hm okala na te ngul dzaan yabo ekoliobag asu e ba bengene ntegan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_010.wav,amu nge behe yen e wa obele nyeman odzaag a nda bezeze bezamba nga sosoo e mod ane ntegan ayi nye ve ngul a nyol na adi tsit bezeze bezamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_011.wav,amu otala hm na ndeteg mod ayi dzeeban asu nyeman woe ane hm e manyon ya kristus angawu asu die
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_012.wav,eyon hm miasem a babenyon nala mituligi sosoo waban ya angene ntegan ke miasem abe kristus a
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_008/1CO_008_013.wav,asu te hm nge bidi biasogolo madzan a nsem mayi ki bad di tsit to eyon asu ye na meza sogolo madzan a nsem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_001.wav,nga mene fili nga mene man apostel nga mengayen yesus nti waan nga mine woesye wama abe nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_002.wav,to maseki man apostel asu e bod bevog mene man apostel asu daan amu mine tiga esye apostel dzama abe nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_005.wav,nga bibele ngul ya anon mininga kristen a esamba dzaan ane apostel bevog ai babenyan be nti ai kefas babo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_003.wav,nkaman makaman ai mamen abe e bod batsag hm ma hi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_004.wav,nga bibele ngul ya adi ai anyu
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_008.wav,ye makobo e mam ma a nkon mod nga mvende yakobo mam mete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_006.wav,ye he ma etam ai barnabas bibele ki ngul na te biasye asu enyin dzaan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_007.wav,za angatam ya bo esye man bezimbi ai moni woe za angawodan ya afub wayn abo te di bibuma ya ete za ki anganoni ya nkunda biyem abo te di e bidi biaso ete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_009.wav,amu ane ntilan a mvende moses na te waandegele e nyag yabo esye ntosan bibuma ye zamba adan yag ai nyag nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_010.wav,se asu daan ndo akobo a amu asu daan ndo bengatil na e mod abe ayean be ai afidi a nnem e nyo atos bibuma abele afidi na ayi bi ngab ete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_012.wav,nge bod befe bebele ngul ya akaban byem bian ngamena ai bia dzam da biandzeki belan ai ngul te ndo bingadzibi mese asu ye na te biategelan mbembe foe kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_011.wav,nge bingamias mam me nsisim abe mina ye eyen dzam ane ete na bifumi mam me nyol abe mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_013.wav,nga miayem na e bod basye a tempel badian ai tempel e ba betoa babi ai alatar bebele ngab a alatar te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_015.wav,mfag wama mandzeki belan ai e mam mese mala mandzeki til e mam ma asu ye na mam mete meyenan ai ma mazombo wu alodo na engun dzama ebo zeze
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_016.wav,amu nge mayedan mbembe foe engun eseki ma ete amu ane ma enodi amala ai ma nge mayedan ki mbembe foe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_014.wav,nala ngo hm fe nti angabende na e bod bayedan mbembe foe bedian ai mbembe foe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_017.wav,amu nge mebo esye te a nyian wama membele ya maan nge mabo hm dzo a enodi bengave ma esye te na mebo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_018.wav,maan mama mene hm dze mene na eyon makad mbembe foe mekad mbembe foe te tege sili maan asu ye na te mabelan ai ngul dzama a mbembe foe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_019.wav,amu mene fili ai bod bese ndo mamen masye bod bese asu ye na medudu abui bod
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_022.wav,mengabo ntegan ai e ba bene ntegan asu ye na medudu e ba bene ntegan mengavenan dzom ese asu bod bese asu ye na mekode bod bezin to dze ebo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_020.wav,menganyin ai yuden ane man yuden asu ye na medudu yuden menyini ai e ba ya edzoe mvende ane ma mene fe a edzoe mvende to ane mamen mengabe ki a edzoe mvende asu ye na medudu e ba ya edzoe mvende
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_021.wav,e ba ya babele ki mvende menyini ai bo ane mabele ki mvende ma mebele te mvende zamba mbol mene a mvende kristus asu ye na medudu e ba babele ki mvende
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_023.wav,mabo mam mese asu mbembe foe asu ye na ma fe menon ngab ete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_024.wav,nga miayem na a bambara mimbil a nsen bivoe bo bese bambara mbil he mod mbog mbog nnye akele bele kob duma ete nala ngo hm mina fe mimbarega mbil asu ye na mibele maan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_025.wav,e mod ake mbil nala abaala abui biki na atom nyol bo babo nala asu maan me ndon bia ki asu maan me kole
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_026.wav,etoa dzi hm make ki mbil a zeze ndo fe malum ki bikuda biama a afan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_009/1CO_009_027.wav,dzam da matug nyol dzam mfan metibili dzo na meza bo na memana yedan e bod bevog mbembe foe mamen mengaku a nkat
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_001.wav,a babedzan mayi ki na miyegan na betara baan bese bengabe a nkut a si ai na bengadan man
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_002.wav,ndo fe bese bengaduuban a mo me moses a nkut ai a man
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_003.wav,ndo fe bo bese bengadi bidi bi nsisim bite
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_004.wav,ndo fe bo bese benganyu menyu me nsisim mete amu benganyu mendim ya akog atono bo akog te angabe kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_005.wav,dzam da zamba andzeki dan a din a bui ya abe bo amu bengamana dzeban a nkodnnam
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_006.wav,e mam ma mene bia mvulna asu ye na te biayi bebe be mam ane bo bengayi mo a minnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_007.wav,te hm mialugu bezeze bezamba ane bevog ya ete akyae ane ntilan na bod bengatobo a si bengadi benyaa fe ndo fe bengatebe a si bentoa he bivoe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_008.wav,te biabo bisog amu bevog ya abe bo bengabo bisog ndo bengawu a amos mbog mbog bod bakuda mewom mebe ai bele
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_009.wav,te biabobolo kristus akyae ya bevog ya ete bengabobolo ndo nyo engamana bo woe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_010.wav,te miabo mimfet akyae ya bevog ya ete bengabo mimfet ndo mod endaman angamana bo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_011.wav,e mam ma mengayenan ai bo ane mvulna bengatil mo na babeme bia mbol memana me si mayi bia kob
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_012.wav,ndo hm e mod atsog na atele aboog okala na abe ku
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_015.wav,makobo ai e bod batsog mina beben tsasan e dzam madzo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_013.wav,e mebobela mengabi mina mene he e ma me bod zamba ane mod afidi ndo ayi ki dzoge na bebobolo mina alodo ngul dzaan dzam da ayi bo na a mebobela mibele e zen miatub mo
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_014.wav,a mindindin miama asu te hm tuban olugu bezeze bezamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_017.wav,abui bod bine di bine nyol dzia amu mbanela ane mbog amu bia bese bianon ngab a mbanela mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_016.wav,e kob maa biafubu nga ene e ngab bianon a meki me kristus mbanela biabeg ase e ngab bianon a nyol kristus a
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_018.wav,fombegan israel ya nyol nga e bod badi metunena banon ngab a alatar
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_019.wav,mayi na madzo ya ye na e bidi biatuni bezeze bezamba bine dze bezeze bezamba betoa ki dze ben
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_020.wav,ma na e byem batuni batuni ki bie zamba batuni bie besatan ndo hm mayi ki na mikalan dzom zin ai besatan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_021.wav,miaseki dzam bo na minyaa kob nti minyaa fe kob besatan miaseki dzam non ngab a tebele nti ai a tebele besatan
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_022.wav,ye bitsaa nti nga ye bialod nye a ngul nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_023.wav,bine dzam bo mam mese dzam da mese maseki ai mfi bine dzam bo mese dzam da se ki mese mmo mawone bia a mbembe enyin
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_026.wav,amu si ai e byem bise ya ete biawoge ai nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_025.wav,dzaag e tsit ese miakus a makit tege hm sili minsili asu sosoo nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_028.wav,nge mod ahe dzo ai mina na e tsit nyi ene tsit metunena te miadi asu e mod ahe kad mina ai asu sosoo nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_029.wav,makobo ki adzo sosoo nnem waan mina beben dzam da asu e nyo e mod mbog asu dze hm sosoo mod mfe azu tsig ntol ya fili dzama
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_027.wav,nge man haiden zin abanda mina ndo mibele ngon na miake we dzaan e dzi ese bave mina tege sili minsili etom sosoo nnem
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_030.wav,nge manon ngab a maa eye badzo ma ya asu e dzam makan zamba ete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_033.wav,akyae ya mamen madzen na menyeb bod bese a nnem a mam mese ma tege dzen e dzi ene ai ma mfi medzene he mfi abui bod asu ye na bekodeban
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_031.wav,to hm miadi to mianyu to miabo za dzomo boan mese asu duma zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_010/1CO_010_032.wav,te miabo mod zin nnem mintye to yuden to grek to ndazamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_001.wav,tonan mvulna dzama ane mabie e nyi kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_002.wav,mataman mina mbol ya miatsog ma a mam mese ndo fe miabaala e metum ya mengakalan mina
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_003.wav,mayi na miyem na kristus ane nlo fam ese fam etoa nlo mininga zamba atoa nlo kristus
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_006.wav,amu nge mininga abod ki ntom atsigi esil nge ane hm oson asu mininga na atsig esil nge ki na asode nlo abodo ntom
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_004.wav,e fam ese yakogelan nge ki na yakobo nkobo profet ebege dzom a nlo ane ntom yabyandi nlo woe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_005.wav,e mininga ose akogelan nge ki na abo esye profet ai nso nlo abyandi nlo woe ane fo fe dzam deda ane e mininga besode ntui
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_007.wav,amu fam yayean ki bod ntom a nlo mbol ane evegele ai duma zamba mininga nye ane hm duma fam
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_008.wav,amu fam yatye ki abe mininga mininga nnye atye abe fam
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_011.wav,to hm nala abe nti mininga aseki dzam nyin tege ai fam fam tege dzam nyin tege ai mininga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_009.wav,ndo fe fam yandzeki komban asu mininga mininga nnye angakomban hm asu fam
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_010.wav,asu te mininga ayean bi dzin a nlo woe asu bengles
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_012.wav,amu akyae ya mininga atye abe fam nala ngo fe fam yabyali abe mininga byem bise biatye abe zamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_015.wav,eyon ki mininga adili dzo nala otoa nye adzo duma amu esil ene nye ane e dzom abudi nyol ete
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_013.wav,mina beben yenan adzo di ye ane mben na mininga akogelan ai zamba nso nlo nga
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_014.wav,nga nkoman ben bod bene wayegele mina na ane fam adzo oson na adili esil
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_016.wav,nge mod zin atsog na ane dzam lanedan adzo di ma makad mina na to bia to menda me zamba mabele ki fulu te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_017.wav,e di mazu hm mina leb di mataman ki mina asu miakoan ki asu mben miakoan asu abe
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_018.wav,amu e di osu eyon miakoan a ndazamba mawog na mine ngam ngam ndo mayebe te adzo te nala
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_019.wav,amu mimfet miayean bo a zan dzaan asu ye na e bod bebele mfan nyebe a zan dzaan bekui a ngeen
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_021.wav,amu a miadi ha he mod ose atari fo mana di bidi bie antoa hm na e mod nyo awogo zie e nyo mbog asogo meyog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_022.wav,nga mibele menda asu ye na midi minyu fe we ye na miabyandi ndazamba ndo miasama mimbubua mekad mina ya ye metaman mina mataman ki mina e dili
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_024.wav,avee ngan abege nye na nyol dzama nyi a yabudan ai mina boan do na mitsog ma
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_023.wav,amu mamen mengayege e mam mengakalan mina abe nti na nti yesus alu ya bengakuan ai nye ndo anganon mbanela
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_025.wav,dzam deda a mvus bidi ndo anon kob nye na e kob nyi ene mkpaman elad a meki mama eyon ese miayi dzo nyu boan do na mitsog ma
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_028.wav,mod atarigi hm bindi emen azu hm di mbanela anyu fe kob
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_026.wav,amu eyon ese miadi mbanela nyo minyaa fe kob miayedan awu nti akele kui ane azu
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_027.wav,antoa hm na e mod ose adi mbanela anyuu fe kob nti akyae layean ki ayi bele nkat a nyol ai meki me nti
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_030.wav,asu te abui ya abe mina bakon betoa mintet bewaag
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_029.wav,amu e mod adi anyaag fe adi anyaag fe ntol woe nge ayen ki na nyol eseki zeze mbanela
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_033.wav,a babedzan eyon hm miakoan na miadi yangan e bod bevog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_031.wav,nge biatoan bindi bia beben bayi ki bia tsig mbe ntol
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_032.wav,eyon nti ave bia endegele ayegele bia akomodo asu ye na biza ku a nkat ai sindon
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_011/1CO_011_034.wav,nge mod awog zie adzaag a nda asu ye na miza koan asu nkat asu e mam mevog mayi mina son leb eyon mayi so
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_001.wav,a babedzan mayi ki na mitobo a ndimi asu dzam bifae bi mfufub nsisim
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_002.wav,miayem na hala mingene behaiden mingabe fo he aton mimvumvug bezeze bezamba
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_003.wav,ndo hm makad mina na mod zin ase dzam bo na akobo ai ngul nsisim zamba nye na amala ai yesus ndo fe mod zin aseki dzam dzo na yesus ane nti nge tege ai ngul mfufub nsisim
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_004.wav,bifae bi akab bine mekyae mekyae nsisim he mbog mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_005.wav,bisye bine fe kan kan he nti mbog mbog
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_006.wav,minsol bisye mine mekyae mekyae he zamba mbog nnye abo mam mese a bod bese
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_007.wav,nsisim wave mod ose na ayen e dzom ene ai mfi
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_008.wav,amu e mod nyolo nsisim ove nye nkobo feg e nyo mbog he nsisim te ovee nkobo nyeman
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_009.wav,mod he ai ngul nsisim te abi nyebe mod mfe fe nyolo abii efae abo bod mvoe he a nsisim mbog mbog te
/content/drive/MyDrive/Clean_filtered_Ewo/1CO/1CO_012/1CO_012_012.wav,akyae ya nyol ene dzidzia ebele abui bidzo bidzo bise ya nyol bitoa abui nyol etoa dzidzia nala ngo fe kristus ane
